'I 'm wondering how everybody who buy a car by a personal trade',I
'I 'm wondering how everybody who buys a car by a personal trade',C
'check a car and decide to buy it .',I
'checks a car and decide to buy it .',C
'Many Japanese people think Matsutake are very delicious .',I
'Many Japanese people think Matsutake is very delicious .',C
'This store specialize in electrical work .',I
'This store specializes in electrical work .',C
'As long as time and money allow , I 'm going to seek that kind of cafe and find new world .',I
'As long as time and money allows , I 'm going to seek that kind of cafe and find new world .',C
'Being friends with a lot of people are really interesting . . .',I
'Being friends with a lot of people is really interesting . . .',C
'What they left in Mexico are pollution and discarded factories .',I
'What they left in Mexico is pollution and discarded factories .',C
'This week have been too hard .',I
'This week has been too hard .',C
'There were a grandfather and a grandmother .',I
'There was a grandfather and a grandmother .',C
'Snow flakes is the masterpieces which nature creates .',I
'Snow flakes are the masterpieces which nature creates .',C
'Adjust our attitude .',I
'Adjusts our attitude .',C
'My friends call me Haru .',I
'My friends calls me Haru .',C
'But sometimes I really hope I can enjoy singing like others does .',I
'But sometimes I really hope I can enjoy singing like others do .',C
'Many dolls is displayed on a tiered stand for dolls .',I
'Many dolls are displayed on a tiered stand for dolls .',C
'To whoever read this stuff',I
'To whoever reads this stuff',C
'Because he or she deserve it .',I
'Because he or she deserves it .',C
'Maybe , I think that I 'm really a true man who really enjoy a movie .',I
'Maybe , I think that I 'm really a true man who really enjoys a movie .',C
'My friend call me `` Mr .',I
'My friend calls me `` Mr .',C
'I think many Jew is very smart .',I
'I think many Jew are very smart .',C
'why talented people is lazy',I
'why talented people are lazy',C
'I went to the golf range with my father who live in Matsuyama and is 68 years old .',I
'I went to the golf range with my father who lives in Matsuyama and is 68 years old .',C
'I hope he keep playing golf forever .',I
'I hope he keeps playing golf forever .',C
'May everybody has a good night .',I
'May everybody have a good night .',C
'My family were in the restaurant when it began to rain .',I
'My family was in the restaurant when it began to rain .',C
'Another boy is handsome and sang quite well .',I
'Another boy is handsome and sings quite well .',C
'But it 's unlucky nobody say that many girls have no sense of music .',I
'But it 's unlucky nobody says that many girls have no sense of music .',C
'But I seldom go back to the village , which hold my whole childhood .',I
'But I seldom go back to the village , which holds my whole childhood .',C
'So I 've decided to read English books which is easier to get .',I
'So I 've decided to read English books which are easier to get .',C
'I felt my English got better than when I were in Auckland .',I
'I felt my English got better than when I was in Auckland .',C
'But the result increase my work load . . .',I
'But the result increases my work load . . .',C
'He always smile and it makes me smile too .',I
'He always smiles and it makes me smile too .',C
'All become inevitable .',I
'All becomes inevitable .',C
'no one take care of us hahaha',I
'no one takes care of us hahaha',C
'There are a lot of snow in winter .',I
'There is a lot of snow in winter .',C
'A student think much of free time .',I
'A student thinks much of free time .',C
'A student take count of professor 's personality .',I
'A student takes count of professor 's personality .',C
'Most of them are people who does n't have a driver 's license card .',I
'Most of them are people who do n't have a driver 's license card .',C
'The night market consist of many vendors .',I
'The night market consists of many vendors .',C
'Contrary to the mainstream , Microsoft plans to produce the products with ARM chips due to the fact that x86 consume lower energy than x86 .',I
'Contrary to the mainstream , Microsoft plans to produce the products with ARM chips due to the fact that x86 consumes lower energy than x86 .',C
'The graduation ceremony in Japan is like this .',I
'The graduation ceremony in Japan are like this .',C
'The shower nozzle in my bathroom have already been fixed so I am so happy .',I
'The shower nozzle in my bathroom has already been fixed so I am so happy .',C
'Below are my short diary .',I
'Below is my short diary .',C
'It get colder these days .',I
'It gets colder these days .',C
'One reason is that appearance tell us a lot of things about how he',I
'One reason is that appearance tells us a lot of things about how he',C
'I hope my English skill become better .',I
'I hope my English skill becomes better .',C
'Non - smokers including me hates the smell because , unlike many smokers , we are not used to it',I
'Non - smokers including me hate the smell because , unlike many smokers , we are not used to it',C
'com , I feel the world hate Chinese people !',I
'com , I feel the world hates Chinese people !',C
'What they memorized seem to be linked to their memory by the smell during deep sleep .',I
'What they memorized seems to be linked to their memory by the smell during deep sleep .',C
'Algae was a big deal !',I
'Algae were a big deal !',C
'Yesterday , I met Rie who live in Tokyo now at Nagoya station .',I
'Yesterday , I met Rie who lives in Tokyo now at Nagoya station .',C
'Hindi and English is widely spoken .',I
'Hindi and English are widely spoken .',C
'However , we does n't care about that .',I
'However , we do n't care about that .',C
'If he want to listen to music that I do n't like , He can use a headset .',I
'If he wants to listen to music that I do n't like , He can use a headset .',C
'My Friend Are Going To Leave Tomorrow',I
'My Friend Is Going To Leave Tomorrow',C
'He now see a doctor regularly .',I
'He now sees a doctor regularly .',C
'A : What kind of toys is your daughter ` s favorite ?',I
'A : What kind of toys are your daughter ` s favorite ?',C
'Their Japanese were good .',I
'Their Japanese was good .',C
'It 's a very simple building , but it include interesting functions .',I
'It 's a very simple building , but it includes interesting functions .',C
'She drink beer .',I
'She drinks beer .',C
'My favorite type of sushi are salmon and shrimp .',I
'My favorite type of sushi is salmon and shrimp .',C
'Well , this is something that I need to get off my chest and since everyone here have been really nice to me , I think this is the place to say it .',I
'Well , this is something that I need to get off my chest and since everyone here has been really nice to me , I think this is the place to say it .',C
'when she try to say something ,',I
'when she tries to say something ,',C
'If she want to drink water ,',I
'If she wants to drink water ,',C
'For example , when he has his own way or continue to , I admonish him .',I
'For example , when he has his own way or continues to , I admonish him .',C
'Hanoi hide inside it the charm of destiny .',I
'Hanoi hides inside it the charm of destiny .',C
'They always shows me a really good example .',I
'They always show me a really good example .',C
'My favorite things to do is :',I
'My favorite things to do are :',C
'After this job end , I 'll get a job to save money for travel .',I
'After this job ends , I 'll get a job to save money for travel .',C
'I do n't like this trend very much because the photos is very unreal .',I
'I do n't like this trend very much because the photos are very unreal .',C
'And , at last , these buildings is quite modern and comfortable and beautiful .',I
'And , at last , these buildings are quite modern and comfortable and beautiful .',C
'But a huge amount of buildings is rather old and not so comfortable .',I
'But a huge amount of buildings are rather old and not so comfortable .',C
'One big plus of these buildings is that flats in there is not so expensive like in the new houses .',I
'One big plus of these buildings is that flats in there are not so expensive like in the new houses .',C
'Other temples also has a long history , it is a long story .',I
'Other temples also have a long history , it is a long story .',C
'It was really peceful and the people was kind .',I
'It was really peceful and the people were kind .',C
'What make them hard are these limits .',I
'What makes them hard are these limits .',C
'However , nowadays , many clocks are equipped with weather forcast or temperature of inside and outside , etc , which make clocks very expensive .',I
'However , nowadays , many clocks are equipped with weather forcast or temperature of inside and outside , etc , which makes clocks very expensive .',C
'He and his music is so cute ,',I
'He and his music are so cute ,',C
'Thanks & Best regard',I
'Thanks & Best regards',C
'`` What are there in the refrigerator ? ``',I
'`` What is there in the refrigerator ? ``',C
'Please teaches me English .',I
'Please teach me English .',C
'My mom always make lunch for me .',I
'My mom always makes lunch for me .',C
'I go to a class with an Irish woman on Mondays who make me talk a lot and I think I 'm getting better .',I
'I go to a class with an Irish woman on Mondays who makes me talk a lot and I think I 'm getting better .',C
'It empower yourself .',I
'It empowers yourself .',C
'But too much eating and drinking fatten me up .',I
'But too much eating and drinking fattens me up .',C
'These days Prime Minister Asou have been receiving a very low rating from Japanese people , less than 20 % or so .',I
'These days Prime Minister Asou has been receiving a very low rating from Japanese people , less than 20 % or so .',C
'Later he was talking about nazi camps , that he totally agree with this idea .',I
'Later he was talking about nazi camps , that he totally agrees with this idea .',C
'That never happen in Japan ! ! ! ! !',I
'That never happens in Japan ! ! ! ! !',C
'This sailboat is huge and have four masts .',I
'This sailboat is huge and has four masts .',C
'There is good red and white wines in Australia .',I
'There are good red and white wines in Australia .',C
'But he never stop it .',I
'But he never stops it .',C
'However , almost everyone use Win in Japan .',I
'However , almost everyone uses Win in Japan .',C
'If the Japanese style party was nice I would do my own way .',I
'If the Japanese style party were nice I would do my own way .',C
'This movie is so powerful and give us energy to live .',I
'This movie is so powerful and gives us energy to live .',C
'So they must do homework , but they does n't .',I
'So they must do homework , but they do n't .',C
'no body play with me',I
'no body plays with me',C
'But you does n't appreciate it .',I
'But you do n't appreciate it .',C
'There are a nice supermarket and some restaurants around there .',I
'There is a nice supermarket and some restaurants around there .',C
'Recently in Japan , health trend has increased .',I
'Recently in Japan , health trend have increased .',C
'Living in these areas and raising their kids there is worthwhile',I
'Living in these areas and raising their kids there are worthwhile',C
'Before saying this phrase or talking about A 's car , A have already',I
'Before saying this phrase or talking about A 's car , A has already',C
'But , who care ?',I
'But , who cares ?',C
'Therefore , 70 % of students has to find accommodations by themselves .',I
'Therefore , 70 % of students have to find accommodations by themselves .',C
'I have a big backpack too , there are always a notebook , a pen bag and some books in it .',I
'I have a big backpack too , there is always a notebook , a pen bag and some books in it .',C
'It rarely snow in my town .',I
'It rarely snows in my town .',C
'Their music were originally guitar rock , but since their 3rd album , they adopted electronics .',I
'Their music was originally guitar rock , but since their 3rd album , they adopted electronics .',C
'However , later I know he is easy going and he often do funny things to make us laugh .',I
'However , later I know he is easy going and he often does funny things to make us laugh .',C
'I 'm going to sing this song at my gig tomorrow , if there is n't any fatal mistakes .',I
'I 'm going to sing this song at my gig tomorrow , if there are n't any fatal mistakes .',C
'Both cats is very very very cute .',I
'Both cats are very very very cute .',C
'Can you tell me how does these two sound different and which one would you prefer ?',I
'Can you tell me how do these two sound different and which one would you prefer ?',C
'But something have n't been booked yet .',I
'But something has n't been booked yet .',C
'I arrived there at 7 : 30 p . m . I did n't have enough time to hang out because Disneyland close at 10 : 00 p . m . usually .',I
'I arrived there at 7 : 30 p . m . I did n't have enough time to hang out because Disneyland closes at 10 : 00 p . m . usually .',C
'The park is a vast one and keep expanding .',I
'The park is a vast one and keeps expanding .',C
'Anyway I think the travel abroad help us to refresh ourselves .',I
'Anyway I think the travel abroad helps us to refresh ourselves .',C
'He fight himself in Tokyo everyday .',I
'He fights himself in Tokyo everyday .',C
'Everyone share a small portion of the papers , so that we can conquer the large amount of quantity .',I
'Everyone shares a small portion of the papers , so that we can conquer the large amount of quantity .',C
'It 's the life everyone have to live .',I
'It 's the life everyone has to live .',C
'Seeing flowers relax one 's mind .',I
'Seeing flowers relaxes one 's mind .',C
'Lessons in the school sounds good .',I
'Lessons in the school sound good .',C
'She was self taught and have been learning painting only for two years ! ! ! !',I
'She was self taught and has been learning painting only for two years ! ! ! !',C
'In this day and age , development by human 's hands are certainly underway .',I
'In this day and age , development by human 's hands is certainly underway .',C
'My favorite band are The Kinks .',I
'My favorite band is The Kinks .',C
'My wife and our baby is sleeping right now',I
'My wife and our baby are sleeping right now',C
'My wife and our baby Riku is sleeping right now .',I
'My wife and our baby Riku are sleeping right now .',C
'A full investigation are being carried out .',I
'A full investigation is being carried out .',C
'She said to me ' You was not like your brothers .',I
'She said to me ' You were not like your brothers .',C
'In fact , one of my in - law 's families live in Osaka .',I
'In fact , one of my in - law 's families lives in Osaka .',C
'And there are only 200 yen in my wallet .',I
'And there is only 200 yen in my wallet .',C
'Are that meaningful ?',I
'Is that meaningful ?',C
'To increase the sales revenue , different publishers has offered an attractive discount for their books .',I
'To increase the sales revenue , different publishers have offered an attractive discount for their books .',C
'Of course my son need more practice .',I
'Of course my son needs more practice .',C
'I am a girl who do n't like waiting .',I
'I am a girl who does n't like waiting .',C
'I ca n't use these words well but my English teacher often use them .',I
'I ca n't use these words well but my English teacher often uses them .',C
'Small habit change equal big result',I
'Small habit change equals big result',C
'My feet aches so much .',I
'My feet ache so much .',C
'He divorced last year , so he live alone .',I
'He divorced last year , so he lives alone .',C
'Language is just a tool , but never stop fascinating me .',I
'Language is just a tool , but never stops fascinating me .',C
'It said that you should n't say `` Thank you to ( verb ) `` because it express sarcasm .',I
'It said that you should n't say `` Thank you to ( verb ) `` because it expresses sarcasm .',C
'He is very friendly and play with me .',I
'He is very friendly and plays with me .',C
'So I can join the circle while she take care of them .',I
'So I can join the circle while she takes care of them .',C
'but a mistress who want to be a wife is not a good mistress .',I
'but a mistress who wants to be a wife is not a good mistress .',C
'In 2005 , an international exposition were held in Aichi Japan .',I
'In 2005 , an international exposition was held in Aichi Japan .',C
'However , those abstract verbal gimmicks is absolutely futile for her .',I
'However , those abstract verbal gimmicks are absolutely futile for her .',C
'I were born on Oct . 2 1998 .',I
'I was born on Oct . 2 1998 .',C
'Fear and despair sends people mad .',I
'Fear and despair send people mad .',C
'Her deep voice speak to me gently .',I
'Her deep voice speaks to me gently .',C
'It confuse me .',I
'It confuses me .',C
'Hokkaido have many sightseeing spots .',I
'Hokkaido has many sightseeing spots .',C
'The building was designed by Swiss architects who is famous for designing the Beijing Olympic main stadium and the TATE Modern .',I
'The building was designed by Swiss architects who are famous for designing the Beijing Olympic main stadium and the TATE Modern .',C
'Secondly , Japan need to maintain the necessity of nuclear disarmament .',I
'Secondly , Japan needs to maintain the necessity of nuclear disarmament .',C
'Everybody must have been at a loss at least once in their long game life after the game data you have saved and cherished have been deleted .',I
'Everybody must have been at a loss at least once in their long game life after the game data you have saved and cherished has been deleted .',C
'If the data that have been deleted are a few minutes ' or a few hours ' worth , we can get them back , but how can you keep yourself from going crazy if hundreds of or thousands of hours ' worth of data have been deleted all of a sudden ?',I
'If the data that have been deleted are a few minutes ' or a few hours ' worth , we can get them back , but how can you keep yourself from going crazy if hundreds of or thousands of hours ' worth of data has been deleted all of a sudden ?',C
'there is no rules in my world .',I
'there are no rules in my world .',C
'Example you was hearing the BGM as you read the book .',I
'Example you were hearing the BGM as you read the book .',C
'Women looks forward to this day .',I
'Women look forward to this day .',C
'His sentences is extraordinaly precise , sensitive and beautiful .',I
'His sentences are extraordinaly precise , sensitive and beautiful .',C
'But I was not injured and my house were undamaged .',I
'But I was not injured and my house was undamaged .',C
'Everything were just too great to tell ; their visual and sounds were really professional .',I
'Everything was just too great to tell ; their visual and sounds were really professional .',C
'The corn bits was so sweet .',I
'The corn bits were so sweet .',C
'I am a person who tend to focus on one thing .',I
'I am a person who tends to focus on one thing .',C
'Everyone have an umbrella .',I
'Everyone has an umbrella .',C
'Even if the majority in Tokyo is provincial .',I
'Even if the majority in Tokyo are provincial .',C
'Silence , calmness after rainfall make you feel much better .',I
'Silence , calmness after rainfall makes you feel much better .',C
'My journey continue . . .',I
'My journey continues . . .',C
'Japanese likes to enjoy local food when they go on a trip .',I
'Japanese like to enjoy local food when they go on a trip .',C
'There is many things I want to tell .',I
'There are many things I want to tell .',C
'Some people does not like it because it is so cold for them .',I
'Some people do not like it because it is so cold for them .',C
'It take about five minutes to apply this paper .',I
'It takes about five minutes to apply this paper .',C
'You keep picking and putting until the tower collapse .',I
'You keep picking and putting until the tower collapses .',C
'When you put it and the tower crumble , you lose .',I
'When you put it and the tower crumbles , you lose .',C
'Three bars make it too unbalanced .',I
'Three bars makes it too unbalanced .',C
'The tower collapse too easily .',I
'The tower collapses too easily .',C
'The game do n't last long enough to enjoy it .',I
'The game does n't last long enough to enjoy it .',C
'In a strong wind , the many petals falls simultaneously .',I
'In a strong wind , the many petals fall simultaneously .',C
'His personality is calm and do n't talk too much .',I
'His personality is calm and does n't talk too much .',C
'I think the most important things is invisible .',I
'I think the most important things are invisible .',C
'I hope terrorism decrease all over the world after this incident .',I
'I hope terrorism decreases all over the world after this incident .',C
'She have only one brother .',I
'She has only one brother .',C
'Though the baby girl is loved by many people in the world , she do n't know it .',I
'Though the baby girl is loved by many people in the world , she does n't know it .',C
'The water passes though the filter paper and go down to the next layer .',I
'The water passes though the filter paper and goes down to the next layer .',C
'But she get up 1 or 2 times a night .',I
'But she gets up 1 or 2 times a night .',C
'Even so , she sometimes claim that the noise of vibration of my phone wakes her up .',I
'Even so , she sometimes claims that the noise of vibration of my phone wakes her up .',C
'I usual contact five friends but no one have married yet .',I
'I usual contact five friends but no one has married yet .',C
'Because there is beautiful buildings .',I
'Because there are beautiful buildings .',C
'I tried on it in the fitting room and made sure if it suit me .',I
'I tried on it in the fitting room and made sure if it suits me .',C
'Actually sales clerk at the shop said to me `` It look really good on you `` .',I
'Actually sales clerk at the shop said to me `` It looks really good on you `` .',C
'Dipping noodles is a kind of Chinese Noodles .',I
'Dipping noodles are a kind of Chinese Noodles .',C
'By the way , thanks for the people who helps me .',I
'By the way , thanks for the people who help me .',C
'How many words is needed for daily conversation ?',I
'How many words are needed for daily conversation ?',C
'The book 's title is `` WAYSIDE SCHOOL GET A LITTLE STRANGER `` by Louis Sachar .',I
'The book 's title is `` WAYSIDE SCHOOL GETS A LITTLE STRANGER `` by Louis Sachar .',C
'Its silky texture and rich sweetness make me thrilled .',I
'Its silky texture and rich sweetness makes me thrilled .',C
'My office are overcooling everyday .',I
'My office is overcooling everyday .',C
'Today , I met my friend who live in New York .',I
'Today , I met my friend who lives in New York .',C
'My company have developed a new web site .',I
'My company has developed a new web site .',C
'He likes reading books , and he know many kinds of books .',I
'He likes reading books , and he knows many kinds of books .',C
'and these things makes me feel better .',I
'and these things make me feel better .',C
'Thank you for reading and I wish everyone to be my friend whoever read my post .',I
'Thank you for reading and I wish everyone to be my friend whoever reads my post .',C
'My iphone 's home button have been poorly responsive for months .',I
'My iphone 's home button has been poorly responsive for months .',C
'I felt as if I was flying .',I
'I felt as if I were flying .',C
'It makes people turns out more appreciative or become a strict to others .',I
'It makes people turn out more appreciative or become a strict to others .',C
'If the bus company decide not to go there , I will not work tomorrow .',I
'If the bus company decides not to go there , I will not work tomorrow .',C
'People would like to act how they want if it were not for the rules .',I
'People would like to act how they want if it was not for the rules .',C
': ) He calm me down .',I
': ) He calms me down .',C
'Oni is one of Japanese well - known monsters .',I
'Oni are one of Japanese well - known monsters .',C
'Are there any more expressions that means ' delicious ' ?',I
'Are there any more expressions that mean ' delicious ' ?',C
'I think the teacher want us ( the students ) to think a lot and write how we get the answer .',I
'I think the teacher wants us ( the students ) to think a lot and write how we get the answer .',C
'Fortunately that time there were not anyone injured .',I
'Fortunately that time there was not anyone injured .',C
'What the father of the climber think about the life of his son',I
'What the father of the climber thinks about the life of his son',C
'Let 's protect our globe and future life together .',I
'Let 's protect our globe and future lives together .',C
'The windows was bulletproof .',I
'The windows were bulletproof .',C
'Second , I got free and discount ticket for cake , soft drink and light meal , which is available in a restaurant of driving school .',I
'Second , I got free and discount ticket for cake , soft drink and light meal , which are available in a restaurant of driving school .',C
'Do ( b ) make sense without `` away `` ?',I
'Does ( b ) make sense without `` away `` ?',C
'But the number of people there were much more than expected !',I
'But the number of people there was much more than expected !',C
'Some of them was handmade !',I
'Some of them were handmade !',C
'But bugs appears in my room because it 's getting warmer .',I
'But bugs appear in my room because it 's getting warmer .',C
'There are a lot of beautiful scenery and good places in other countries .',I
'There is a lot of beautiful scenery and good places in other countries .',C
'Whenever I say goodbye , she start crying .',I
'Whenever I say goodbye , she starts crying .',C
'Nevertheless she do n't stop crying .',I
'Nevertheless she does n't stop crying .',C
'I have not been able to update my webs for many days because there were something wrong with my computer two weeks ago .',I
'I have not been able to update my webs for many days because there was something wrong with my computer two weeks ago .',C
'She expect something more from me .',I
'She expects something more from me .',C
'or Are there something strange about this ?',I
'or is there something strange about this ?',C
'have many public arts .',I
'has many public arts .',C
'I think it is funny , are n't it ?',I
'I think it is funny , is n't it ?',C
'So if anyone want to chat - send me a personal message , please .',I
'So if anyone wants to chat - send me a personal message , please .',C
'When my son become 18 or 20 years old , I 'll give this watch to him .',I
'When my son becomes 18 or 20 years old , I 'll give this watch to him .',C
'My friends is coming to the party .',I
'My friends are coming to the party .',C
'But does the latter has any problem ?',I
'But does the latter have any problem ?',C
'my father always advise me to learn a skill for a living .',I
'my father always advises me to learn a skill for a living .',C
'I do n't think it happen in Japan .',I
'I do n't think it happens in Japan .',C
'When my son sleep',I
'When my son sleeps',C
'`` Hyoumon `` mean `` leopard 's pattern `` .',I
'`` Hyoumon `` means `` leopard 's pattern `` .',C
'One way to say such a thing is `` my first time doing `` or we can say `` It is the first time that I have done something . `` Some other native speakers says the first one is totally OK , but I have seen `` it is my N - th time that I have PP `` many times , I think .',I
'One way to say such a thing is `` my first time doing `` or we can say `` It is the first time that I have done something . `` Some other native speakers say the first one is totally OK , but I have seen `` it is my N - th time that I have PP `` many times , I think .',C
'My friends has been learning English and we talk in English a little .',I
'My friends have been learning English and we talk in English a little .',C
'My cat always sleep almost all day long .',I
'My cat always sleeps almost all day long .',C
'I hope Santa come to my house !',I
'I hope Santa comes to my house !',C
'but I ca n't write what I want to write because there are too many people who knows me .',I
'but I ca n't write what I want to write because there are too many people who know me .',C
'My business trip have ended .',I
'My business trip has ended .',C
'The following is these conditions .',I
'The following are these conditions .',C
'I like anyone that have a good sense of humor .',I
'I like anyone that has a good sense of humor .',C
'Since she lives in Ohio and go to law school .',I
'Since she lives in Ohio and goes to law school .',C
'The European Figure Skating Championships 2010 was held a few days ago .',I
'The European Figure Skating Championships 2010 were held a few days ago .',C
'In fact , Their bottoms is worn out .',I
'In fact , Their bottoms are worn out .',C
'She hate her body , her life .',I
'She hates her body , her life .',C
'I live in my friend 's apartment , but because she work at night ,',I
'I live in my friend 's apartment , but because she works at night ,',C
'When I look at the moon , it look like twice .',I
'When I look at the moon , it looks like twice .',C
'Unfortunately , there are no French food in the country !',I
'Unfortunately , there is no French food in the country !',C
'very much become a very big star , what shall I do ?',I
'very much becomes a very big star , what shall I do ?',C
'If anyone want to know the whole story , please visit :',I
'If anyone wants to know the whole story , please visit :',C
'I think that when we learn something , basics is important .',I
'I think that when we learn something , basics are important .',C
'The American student study Chinese too .',I
'The American student studies Chinese too .',C
'I went to shopping with my friend because she need a laptop for school .',I
'I went to shopping with my friend because she needs a laptop for school .',C
'Many people does n't know that right .',I
'Many people do n't know that right .',C
'The cafe were full .',I
'The cafe was full .',C
'But I ca n't allow his next word `` Our family are really modest `` .',I
'But I ca n't allow his next word `` Our family is really modest `` .',C
'when my boss ask me in English , I am always like `` : ( ? ? `` .',I
'when my boss asks me in English , I am always like `` : ( ? ? `` .',C
'A peruan woman in her fifties also studied with me and it was very encouraging seeing a mother like her studying what she like without worrying about female and male jobs .',I
'A peruan woman in her fifties also studied with me and it was very encouraging seeing a mother like her studying what she likes without worrying about female and male jobs .',C
'Those photo was very beautiful , and inspiration for me .',I
'Those photo were very beautiful , and inspiration for me .',C
'There was no cars , only me and nature .',I
'There were no cars , only me and nature .',C
'So I ordered steak set that include steak , sarada , rice and soup .',I
'So I ordered steak set that includes steak , sarada , rice and soup .',C
'My wife make it .',I
'My wife makes it .',C
'There are nothing in my mind .',I
'There is nothing in my mind .',C
'Are there someone I hate ?',I
'Is there someone I hate ?',C
'I do n't know the reason why the Eastern people is different from the Western people .',I
'I do n't know the reason why the Eastern people are different from the Western people .',C
